File_ID,Department,File_Type,Size_GB,Last_Access_Date,Storage_Tier,Monthly_Cost_USD
F00826,Sales,Other,4.65,2025-06-05,S3 IA,0.0581
F00827,Finance,Document,5.0,2025-08-03,S3 Standard,0.115
F00828,Engineering,Log,3.74,2025-08-23,S3 Standard,0.086
F00829,Finance,Other,4.37,2024-08-22,S3 Standard,0.1005
F00830,HR,Backup,5.76,2024-02-28,S3 Standard,0.1325
F00831,Engineering,Document,6.99,2025-02-22,S3 Standard,0.1608
F00832,Marketing,Media,6.5,2024-10-29,S3 IA,0.0813
F00833,Finance,Document,10.19,2024-06-12,S3 Standard,0.2344
F00834,HR,Backup,1.05,2024-06-23,Glacier,0.0042
F00835,Sales,Other,2.56,2024-06-30,S3 IA,0.032
F00836,Engineering,Backup,14.76,2025-07-20,S3 Standard,0.3395
F00837,Finance,Media,2.53,2023-10-01,Glacier,0.0101
F00838,Finance,Log,0.67,2025-04-16,S3 Standard,0.0154
F00839,Marketing,Document,3.73,2024-08-21,S3 IA,0.0466
F00840,Marketing,Other,0.58,2024-09-28,S3 Standard,0.0133
F00841,Sales,Log,1.13,2024-12-27,S3 Standard,0.026
F00842,Sales,Backup,31.94,2024-07-11,S3 Standard,0.7346
F00843,HR,Other,3.9,2024-09-24,S3 Standard,0.0897
F00844,HR,Log,1.67,2024-01-07,S3 Standard,0.0384
F00845,Sales,Other,26.27,2024-04-12,S3 Standard,0.6042
F00846,Sales,Media,16.99,2024-05-09,S3 Standard,0.3908
F00847,Engineering,Media,2.91,2025-05-06,Glacier,0.0116
F00848,Marketing,Document,1.51,2024-05-03,S3 Standard,0.0347
F00849,HR,Document,9.11,2024-10-15,S3 Standard,0.2095
F00850,Marketing,Media,6.29,2024-12-17,S3 IA,0.0786
F00851,Marketing,Other,5.81,2023-12-17,S3 IA,0.0726
F00852,Sales,Media,11.18,2025-06-09,Glacier,0.0447
F00853,Engineering,Document,5.85,2024-06-12,S3 Standard,0.1346
F00854,Finance,Media,1.67,2024-07-08,S3 Standard,0.0384
F00855,Engineering,Media,5.92,2025-05-01,S3 Standard,0.1362
F00856,Engineering,Other,1.83,2024-02-14,S3 Standard,0.0421
F00857,Marketing,Log,7.12,2025-08-30,S3 IA,0.089
F00858,Engineering,Document,4.83,2024-04-12,S3 Standard,0.1111
F00859,HR,Other,0.4,2024-02-15,Glacier,0.0016
F00860,Marketing,Media,3.6,2023-12-18,S3 Standard,0.0828
F00861,HR,Media,2.1,2024-12-23,Glacier,0.0084
F00862,Finance,Log,1.99,2024-11-30,S3 Standard,0.0458
F00863,Marketing,Document,4.61,2023-12-11,S3 IA,0.0576
F00864,Finance,Document,1.95,2024-02-17,Glacier,0.0078
F00865,Marketing,Backup,7.5,2023-11-23,Glacier,0.03
F00866,Sales,Document,0.37,2024-11-26,S3 Standard,0.0085
F00867,Engineering,Log,5.4,2024-12-01,S3 Standard,0.1242
F00868,Sales,Backup,8.28,2023-09-09,S3 IA,0.1035
F00869,Finance,Backup,5.59,2024-11-24,S3 Standard,0.1286
F00870,Engineering,Media,3.44,2023-10-09,S3 Standard,0.0791
F00871,Marketing,Media,15.01,2024-05-17,S3 Standard,0.3452
F00872,Engineering,Document,1.78,2024-08-18,S3 Standard,0.0409
F00873,HR,Backup,0.1,2025-03-12,S3 Standard,0.0023
F00874,Engineering,Media,2.83,2025-01-24,S3 Standard,0.0651
F00875,HR,Log,0.17,2024-01-06,S3 Standard,0.0039
F00876,Engineering,Media,15.39,2024-10-16,S3 Standard,0.354
F00877,HR,Media,1.18,2024-01-15,S3 Standard,0.0271
F00878,Finance,Backup,7.78,2024-08-10,S3 Standard,0.1789
F00879,Sales,Backup,7.45,2024-06-28,S3 Standard,0.1714
F00880,Marketing,Other,1.23,2023-11-07,Glacier,0.0049
F00881,Engineering,Log,4.85,2024-11-08,Glacier,0.0194
F00882,Sales,Backup,0.25,2024-10-14,Glacier,0.001
F00883,Marketing,Document,3.3,2024-02-29,S3 IA,0.0413
F00884,Marketing,Log,0.07,2023-09-15,S3 Standard,0.0016
F00885,HR,Log,12.7,2023-09-30,S3 IA,0.1588
F00886,Finance,Backup,18.67,2024-09-28,S3 Standard,0.4294
F00887,Finance,Log,1.26,2025-08-29,S3 IA,0.0158
F00888,Sales,Backup,1.17,2025-07-11,S3 Standard,0.0269
F00889,Finance,Media,7.01,2024-06-22,S3 IA,0.0876
F00890,Engineering,Other,1.46,2024-10-23,S3 Standard,0.0336
F00891,Finance,Media,11.27,2025-08-24,S3 Standard,0.2592
F00892,Sales,Backup,4.27,2024-10-16,S3 IA,0.0534
F00893,Finance,Backup,2.16,2023-10-18,S3 Standard,0.0497
F00894,Engineering,Media,8.94,2025-07-18,S3 Standard,0.2056
F00895,HR,Document,3.4,2023-12-05,S3 Standard,0.0782
F00896,Sales,Document,12.13,2024-05-29,S3 Standard,0.279
F00897,HR,Document,13.16,2025-04-28,S3 Standard,0.3027
F00898,HR,Backup,0.9,2024-02-01,Glacier,0.0036
F00899,HR,Log,0.01,2024-12-24,S3 Standard,0.0002
F00900,Marketing,Backup,20.65,2024-08-09,S3 Standard,0.4749
F00901,Marketing,Log,11.83,2024-06-26,S3 Standard,0.2721
F00902,HR,Media,0.29,2024-02-04,S3 IA,0.0036
F00903,Sales,Other,8.95,2023-09-09,S3 IA,0.1119
F00904,Engineering,Log,3.06,2023-11-13,S3 IA,0.0383
F00905,Engineering,Document,1.5,2024-09-04,S3 IA,0.0188
F00906,Finance,Backup,10.55,2024-03-08,Glacier,0.0422
F00907,Sales,Media,1.09,2023-12-17,S3 IA,0.0136
F00908,Marketing,Document,14.72,2024-02-06,S3 IA,0.184
F00909,HR,Media,1.15,2023-12-26,S3 Standard,0.0264
F00910,Finance,Other,4.76,2024-09-03,S3 IA,0.0595
F00911,Engineering,Backup,1.26,2024-09-30,S3 Standard,0.029
F00912,Marketing,Backup,3.94,2024-04-26,S3 IA,0.0493
F00913,Marketing,Other,5.76,2024-08-14,S3 IA,0.072
F00914,HR,Backup,1.06,2024-07-23,S3 IA,0.0133
F00915,Engineering,Log,3.68,2024-02-20,S3 IA,0.046
F00916,Sales,Media,3.17,2024-03-24,S3 Standard,0.0729
F00917,Marketing,Document,0.37,2024-10-03,S3 Standard,0.0085
F00918,HR,Other,8.53,2025-06-22,S3 Standard,0.1962
F00919,Sales,Log,2.04,2024-02-03,Glacier,0.0082
F00920,Engineering,Document,4.27,2025-04-22,S3 IA,0.0534
F00921,Marketing,Document,3.62,2023-09-14,S3 IA,0.0453
F00922,Sales,Other,3.6,2023-12-23,S3 IA,0.045
F00923,Sales,Log,0.57,2024-01-11,S3 IA,0.0071
F00924,Sales,Document,2.75,2025-07-07,Glacier,0.011
F00925,Marketing,Document,3.01,2024-05-23,S3 IA,0.0376
F00926,Marketing,Log,6.61,2024-05-01,S3 IA,0.0826
F00927,Finance,Backup,9.16,2024-03-07,S3 IA,0.1145
F00928,Engineering,Document,3.94,2023-12-30,S3 Standard,0.0906
F00929,HR,Media,0.45,2023-10-21,S3 IA,0.0056
F00930,Sales,Log,1.35,2025-02-02,S3 Standard,0.0311
F00931,Finance,Document,0.9,2024-12-11,S3 Standard,0.0207
F00932,HR,Other,0.67,2025-05-16,S3 IA,0.0084
F00933,Finance,Media,2.28,2025-03-08,S3 Standard,0.0524
F00934,Marketing,Document,1.3,2025-08-21,Glacier,0.0052
F00935,Sales,Media,1.23,2025-06-28,S3 Standard,0.0283
F00936,HR,Media,0.28,2024-02-29,S3 Standard,0.0064
F00937,HR,Backup,0.09,2024-03-08,S3 Standard,0.0021
F00938,HR,Media,0.54,2024-01-08,S3 Standard,0.0124
F00939,HR,Backup,0.94,2025-01-25,S3 Standard,0.0216
F00940,HR,Log,2.82,2023-09-17,S3 Standard,0.0649
F00941,Finance,Backup,3.57,2024-03-04,S3 Standard,0.0821
F00942,Sales,Other,0.76,2024-06-20,S3 Standard,0.0175
F00943,Marketing,Document,2.77,2024-01-11,S3 Standard,0.0637
F00944,Marketing,Log,2.09,2024-07-14,S3 IA,0.0261
F00945,Marketing,Log,1.01,2023-12-14,S3 Standard,0.0232
F00946,Marketing,Other,0.03,2023-11-03,S3 IA,0.0004
F00947,Finance,Backup,3.15,2023-09-28,S3 IA,0.0394
F00948,Engineering,Document,5.79,2023-10-16,S3 Standard,0.1332
F00949,Sales,Backup,1.28,2023-12-09,Glacier,0.0051
F00950,HR,Media,0.71,2025-06-01,S3 IA,0.0089
F00951,Engineering,Backup,10.9,2024-11-08,S3 IA,0.1363
F00952,Marketing,Log,1.61,2023-11-14,S3 Standard,0.037
F00953,Engineering,Document,1.27,2025-08-09,S3 IA,0.0159
F00954,Sales,Backup,9.73,2025-05-02,S3 IA,0.1216
F00955,HR,Document,8.49,2025-02-25,S3 Standard,0.1953
F00956,HR,Document,2.97,2023-11-05,S3 Standard,0.0683
F00957,Sales,Media,3.36,2024-12-19,S3 Standard,0.0773
F00958,Sales,Media,1.23,2024-02-17,S3 IA,0.0154
F00959,Marketing,Log,0.41,2023-12-15,S3 Standard,0.0094
F00960,HR,Other,4.26,2024-12-28,S3 IA,0.0532
F00961,Engineering,Document,0.52,2023-10-27,S3 Standard,0.012
F00962,Finance,Other,2.98,2024-10-12,S3 IA,0.0372
F00963,Finance,Log,14.11,2023-11-13,S3 Standard,0.3245
F00964,Sales,Document,15.27,2025-03-24,S3 Standard,0.3512
F00965,Marketing,Document,1.37,2024-05-10,S3 Standard,0.0315
F00966,Finance,Other,4.89,2025-04-28,S3 Standard,0.1125
F00967,HR,Backup,3.21,2024-03-29,S3 Standard,0.0738
F00968,Sales,Media,10.42,2024-03-30,S3 Standard,0.2397
F00969,Engineering,Backup,1.58,2023-12-12,S3 Standard,0.0363
F00970,Sales,Other,0.02,2023-10-12,Glacier,0.0001
F00971,Engineering,Media,0.89,2025-01-14,S3 IA,0.0111
F00972,Sales,Backup,2.15,2023-10-16,S3 Standard,0.0494
F00973,Sales,Media,1.9,2023-12-03,S3 Standard,0.0437
F00974,Sales,Document,7.84,2024-05-15,S3 Standard,0.1803
F00975,Engineering,Backup,5.71,2025-03-30,S3 IA,0.0714
F00976,Engineering,Media,1.78,2024-02-18,S3 Standard,0.0409
F00977,Sales,Media,3.06,2025-07-30,S3 Standard,0.0704
F00978,Finance,Media,0.5,2024-03-07,S3 Standard,0.0115
F00979,Marketing,Backup,11.42,2025-02-22,S3 IA,0.1428
F00980,Marketing,Log,13.7,2024-02-27,S3 Standard,0.3151
F00981,Marketing,Backup,19.51,2025-06-01,S3 IA,0.2439
F00982,Engineering,Other,10.15,2024-03-04,S3 Standard,0.2334
F00983,Engineering,Backup,0.96,2024-05-16,S3 Standard,0.0221
F00984,Finance,Media,0.24,2024-06-30,S3 Standard,0.0055
F00985,Marketing,Document,4.33,2025-07-25,S3 Standard,0.0996
F00986,Marketing,Backup,12.19,2024-12-30,S3 Standard,0.2804
F00987,Sales,Backup,0.98,2024-05-09,S3 Standard,0.0225
F00988,Engineering,Media,0.04,2024-02-23,S3 Standard,0.0009
F00989,Marketing,Document,8.19,2025-01-12,S3 Standard,0.1884
F00990,Finance,Document,0.4,2024-03-22,S3 Standard,0.0092
F00991,Finance,Other,2.67,2025-01-17,Glacier,0.0107
F00992,Marketing,Backup,5.68,2025-03-23,S3 Standard,0.1306
F00993,Engineering,Document,1.35,2023-11-06,S3 IA,0.0169
F00994,Finance,Document,0.44,2024-04-10,S3 Standard,0.0101
F00995,Sales,Log,7.35,2023-10-24,S3 Standard,0.169
F00996,Finance,Log,4.97,2025-04-06,S3 Standard,0.1143
F00997,HR,Document,22.32,2023-11-17,S3 Standard,0.5134
F00998,HR,Other,2.11,2024-10-21,S3 Standard,0.0485
F00999,Engineering,Document,0.32,2024-10-11,S3 Standard,0.0074
F01000,Marketing,Media,6.63,2025-08-04,S3 IA,0.0829
F01001,Engineering,Backup,3.69,2024-04-28,S3 Standard,0.0849
F01002,Engineering,Other,1.2,2024-09-06,S3 Standard,0.0276
F01003,Engineering,Media,7.61,2023-12-07,S3 Standard,0.175
F01004,Engineering,Other,1.14,2025-03-01,S3 Standard,0.0262
F01005,Sales,Media,1.51,2024-04-16,S3 IA,0.0189
F01006,Sales,Backup,0.49,2024-05-09,S3 Standard,0.0113
F01007,Finance,Backup,2.55,2024-12-20,S3 Standard,0.0586
F01008,HR,Log,2.71,2023-10-20,S3 Standard,0.0623
F01009,Engineering,Media,3.61,2024-01-23,S3 Standard,0.083
F01010,Finance,Log,6.17,2023-10-29,S3 IA,0.0771
F01011,HR,Media,11.83,2025-08-20,S3 IA,0.1479
F01012,Marketing,Log,0.74,2025-04-27,S3 Standard,0.017
F01013,Sales,Backup,0.28,2024-03-04,S3 Standard,0.0064
F01014,HR,Other,0.09,2025-05-22,S3 IA,0.0011
F01015,Marketing,Log,0.78,2024-11-27,S3 Standard,0.0179
F01016,HR,Media,5.36,2024-12-23,S3 Standard,0.1233
F01017,Sales,Media,6.5,2024-12-09,S3 IA,0.0813
F01018,Sales,Backup,7.72,2023-12-02,S3 Standard,0.1776
F01019,Finance,Media,1.4,2025-03-22,S3 Standard,0.0322
F01020,Engineering,Document,1.83,2024-03-20,S3 Standard,0.0421
F01021,HR,Other,3.3,2024-08-23,S3 IA,0.0413
F01022,HR,Log,0.33,2025-07-02,S3 Standard,0.0076
F01023,Marketing,Other,4.72,2024-09-05,Glacier,0.0189
F01024,Sales,Backup,20.59,2024-12-11,S3 IA,0.2574
F01025,HR,Log,2.24,2024-07-26,S3 Standard,0.0515
F01026,Sales,Log,6.99,2024-03-26,S3 Standard,0.1608
F01027,HR,Document,3.47,2025-04-13,S3 Standard,0.0798
F01028,Finance,Backup,0.68,2024-04-06,S3 Standard,0.0156
F01029,Engineering,Media,4.36,2024-03-22,S3 IA,0.0545
F01030,HR,Document,1.78,2024-01-08,S3 Standard,0.0409
F01031,Sales,Document,0.18,2024-10-16,S3 Standard,0.0041
F01032,Finance,Other,5.04,2023-12-13,S3 IA,0.063
F01033,HR,Other,9.79,2025-09-02,S3 Standard,0.2252
F01034,Marketing,Other,2.11,2025-02-09,S3 IA,0.0264
F01035,Engineering,Document,2.47,2024-11-01,S3 IA,0.0309
F01036,HR,Media,11.08,2025-07-05,S3 Standard,0.2548
F01037,Finance,Log,8.4,2024-02-18,S3 Standard,0.1932
F01038,Marketing,Other,6.28,2024-02-25,S3 IA,0.0785
F01039,Finance,Media,1.43,2024-08-01,S3 IA,0.0179
F01040,Finance,Backup,12.05,2024-01-31,S3 Standard,0.2772
F01041,Marketing,Other,0.84,2025-07-10,S3 Standard,0.0193
F01042,Finance,Log,4.93,2025-08-30,S3 Standard,0.1134
F01043,Marketing,Backup,0.15,2023-11-29,S3 Standard,0.0034
F01044,HR,Backup,5.16,2024-03-19,S3 Standard,0.1187
F01045,Marketing,Log,1.62,2024-04-23,S3 Standard,0.0373
F01046,Marketing,Other,2.99,2024-03-13,S3 Standard,0.0688
F01047,Engineering,Document,2.12,2024-10-21,S3 Standard,0.0488
F01048,Marketing,Log,0.95,2025-05-10,Glacier,0.0038
F01049,Marketing,Log,4.86,2023-12-12,S3 IA,0.0608
F01050,HR,Log,10.68,2024-05-01,S3 Standard,0.2456
F01051,Engineering,Backup,15.98,2024-12-01,S3 Standard,0.3675
F01052,Sales,Media,1.07,2024-12-04,S3 Standard,0.0246
F01053,HR,Document,6.32,2024-12-04,S3 Standard,0.1454
F01054,HR,Other,5.46,2024-09-16,Glacier,0.0218
F01055,Sales,Other,2.1,2025-04-22,S3 Standard,0.0483
F01056,Marketing,Media,0.1,2024-05-29,Glacier,0.0004
F01057,Finance,Log,5.85,2024-10-18,S3 Standard,0.1346
F01058,Engineering,Document,14.55,2024-05-04,S3 IA,0.1819
F01059,Finance,Other,5.0,2023-11-08,S3 Standard,0.115
F01060,Sales,Other,2.86,2024-09-18,S3 Standard,0.0658
F01061,HR,Log,3.72,2025-07-21,S3 Standard,0.0856
F01062,HR,Media,1.11,2024-09-20,S3 IA,0.0139
F01063,Engineering,Document,6.94,2024-12-07,S3 IA,0.0868
F01064,HR,Media,6.86,2024-02-21,S3 IA,0.0858
F01065,HR,Media,0.79,2023-09-17,S3 IA,0.0099
F01066,Engineering,Document,10.52,2025-04-04,S3 IA,0.1315
F01067,Engineering,Document,1.57,2025-06-12,S3 Standard,0.0361
F01068,Sales,Other,20.16,2025-05-05,S3 Standard,0.4637
F01069,HR,Other,2.41,2024-07-07,S3 IA,0.0301
F01070,HR,Document,0.98,2025-03-12,S3 IA,0.0123
F01071,Sales,Backup,2.17,2023-10-30,S3 IA,0.0271
F01072,Marketing,Other,2.9,2025-01-18,S3 Standard,0.0667
F01073,Marketing,Backup,0.36,2025-01-17,S3 Standard,0.0083
F01074,Marketing,Document,4.32,2024-09-07,Glacier,0.0173
F01075,Sales,Other,4.55,2024-04-11,S3 Standard,0.1046
F01076,HR,Media,6.71,2023-09-17,S3 Standard,0.1543
F01077,Sales,Document,0.15,2023-11-02,S3 IA,0.0019
F01078,Sales,Log,3.9,2024-07-19,Glacier,0.0156
F01079,Marketing,Backup,0.27,2024-12-15,S3 Standard,0.0062
F01080,Finance,Document,6.04,2025-03-26,S3 IA,0.0755
F01081,HR,Document,0.29,2025-04-28,Glacier,0.0012
F01082,Marketing,Other,12.14,2025-07-04,Glacier,0.0486
F01083,Finance,Other,6.05,2023-12-30,Glacier,0.0242
F01084,Finance,Other,3.54,2023-09-26,S3 Standard,0.0814
F01085,Engineering,Log,2.91,2024-05-31,S3 Standard,0.0669
F01086,HR,Other,0.7,2024-04-12,S3 Standard,0.0161
F01087,Finance,Document,1.72,2025-02-16,S3 Standard,0.0396
F01088,Marketing,Other,10.16,2024-05-02,S3 Standard,0.2337
F01089,Engineering,Media,11.74,2023-09-09,S3 Standard,0.27
F01090,HR,Other,0.0,2024-04-03,S3 Standard,0.0
F01091,Sales,Log,4.51,2025-03-21,S3 Standard,0.1037
F01092,Marketing,Media,6.35,2024-08-19,S3 Standard,0.146
F01093,Finance,Document,4.82,2024-01-23,S3 IA,0.0603
F01094,Finance,Document,0.43,2023-11-07,S3 Standard,0.0099
F01095,Marketing,Backup,1.23,2024-09-19,S3 Standard,0.0283
F01096,Finance,Media,1.44,2023-10-10,S3 Standard,0.0331
F01097,Engineering,Backup,8.91,2025-06-18,S3 Standard,0.2049
F01098,HR,Media,3.11,2025-01-19,Glacier,0.0124
F01099,Engineering,Media,3.34,2024-05-10,S3 Standard,0.0768
F01100,Finance,Log,13.66,2023-10-21,S3 Standard,0.3142
F01101,Sales,Backup,5.07,2025-04-13,S3 Standard,0.1166
F01102,HR,Log,11.45,2024-03-22,S3 Standard,0.2633
F01103,HR,Media,3.05,2024-10-23,S3 Standard,0.0701
F01104,Marketing,Document,0.81,2024-12-11,S3 Standard,0.0186
F01105,Marketing,Media,13.29,2024-10-06,S3 Standard,0.3057
F01106,Sales,Log,3.07,2025-06-05,S3 IA,0.0384
F01107,HR,Backup,1.0,2025-08-24,S3 IA,0.0125
F01108,Sales,Backup,1.8,2025-04-10,S3 Standard,0.0414
F01109,Marketing,Log,0.26,2025-07-12,S3 Standard,0.006
F01110,Marketing,Backup,3.16,2025-02-25,S3 Standard,0.0727
F01111,HR,Other,9.59,2024-02-22,S3 Standard,0.2206
F01112,Engineering,Document,13.56,2025-07-16,S3 Standard,0.3119
F01113,Finance,Document,13.49,2023-11-26,S3 IA,0.1686
F01114,Marketing,Document,0.67,2025-06-02,S3 Standard,0.0154
F01115,Marketing,Backup,2.41,2025-06-13,S3 IA,0.0301
F01116,Engineering,Backup,0.14,2023-12-09,S3 Standard,0.0032
F01117,Engineering,Media,9.66,2025-05-05,Glacier,0.0386
F01118,Sales,Media,2.22,2024-01-27,S3 IA,0.0278
F01119,Sales,Document,4.99,2025-07-04,S3 IA,0.0624
F01120,Finance,Other,6.27,2024-10-27,S3 Standard,0.1442
F01121,Finance,Media,2.81,2024-11-01,S3 IA,0.0351
F01122,HR,Media,1.83,2024-01-23,S3 IA,0.0229
F01123,Sales,Backup,16.38,2023-10-13,S3 IA,0.2047
F01124,Marketing,Other,16.69,2024-11-13,S3 Standard,0.3839
F01125,Sales,Document,1.71,2024-06-16,S3 IA,0.0214
F01126,Marketing,Media,3.27,2025-03-25,S3 Standard,0.0752
F01127,Engineering,Other,18.03,2024-12-04,S3 Standard,0.4147
F01128,Sales,Other,0.02,2025-08-23,S3 IA,0.0003
F01129,Engineering,Document,2.66,2023-09-18,S3 Standard,0.0612
F01130,Finance,Other,0.53,2025-02-03,S3 Standard,0.0122
F01131,Finance,Other,3.56,2024-10-29,S3 Standard,0.0819
F01132,HR,Other,0.12,2024-10-30,S3 IA,0.0015
F01133,Sales,Media,2.61,2024-10-22,S3 Standard,0.06
F01134,Engineering,Document,1.25,2025-08-16,S3 Standard,0.0287
F01135,Marketing,Other,3.81,2025-02-02,S3 Standard,0.0876
F01136,Finance,Other,27.6,2025-06-07,S3 IA,0.345
F01137,Finance,Media,8.06,2025-02-15,S3 Standard,0.1854
F01138,Marketing,Document,9.34,2025-05-05,S3 IA,0.1168
F01139,Engineering,Backup,5.04,2025-02-11,S3 Standard,0.1159
F01140,Engineering,Media,0.21,2025-04-22,S3 IA,0.0026
F01141,Sales,Document,1.16,2024-02-29,Glacier,0.0046
F01142,Sales,Other,12.96,2024-12-20,S3 Standard,0.2981
F01143,HR,Document,2.28,2023-11-01,S3 Standard,0.0524
F01144,Finance,Document,0.55,2024-06-13,S3 IA,0.0069
F01145,Sales,Document,6.06,2023-11-30,S3 Standard,0.1394
F01146,Engineering,Backup,1.78,2025-01-22,S3 Standard,0.0409
F01147,Marketing,Document,1.57,2024-10-09,S3 IA,0.0196
F01148,Engineering,Backup,31.02,2023-10-02,Glacier,0.1241
F01149,Finance,Other,9.76,2024-09-01,S3 Standard,0.2245
F01150,Engineering,Backup,2.62,2025-06-28,S3 Standard,0.0603
F01151,HR,Other,19.63,2024-08-09,S3 Standard,0.4515
F01152,Finance,Other,5.25,2024-06-04,S3 Standard,0.1207
F01153,Marketing,Backup,6.77,2023-11-04,S3 IA,0.0846
F01154,HR,Media,0.16,2025-08-18,S3 IA,0.002
F01155,Finance,Log,0.65,2025-02-20,S3 IA,0.0081
F01156,Marketing,Document,5.01,2024-02-28,S3 Standard,0.1152
F01157,HR,Log,11.46,2025-01-24,S3 Standard,0.2636
F01158,HR,Document,4.89,2024-04-16,S3 Standard,0.1125
F01159,Finance,Document,0.72,2024-11-19,S3 Standard,0.0166
F01160,Sales,Other,0.62,2024-05-25,S3 IA,0.0077
F01161,HR,Document,9.3,2025-06-12,S3 Standard,0.2139
F01162,HR,Document,0.75,2024-10-23,S3 IA,0.0094
F01163,Marketing,Backup,3.67,2024-02-05,S3 IA,0.0459
F01164,Engineering,Log,0.19,2024-01-07,Glacier,0.0008
F01165,Finance,Backup,0.42,2025-06-06,S3 IA,0.0053
F01166,Finance,Document,5.58,2024-04-24,S3 IA,0.0698
F01167,Sales,Other,5.84,2025-04-08,S3 Standard,0.1343
F01168,Sales,Backup,2.09,2025-01-07,S3 Standard,0.0481
F01169,Finance,Backup,1.21,2023-11-11,S3 Standard,0.0278
F01170,Sales,Media,8.4,2024-04-23,S3 Standard,0.1932
F01171,Marketing,Document,1.22,2024-01-09,S3 IA,0.0152
F01172,Finance,Other,3.9,2025-05-12,S3 IA,0.0488
F01173,Sales,Backup,17.24,2025-05-06,S3 Standard,0.3965
F01174,Finance,Backup,0.8,2025-05-29,S3 Standard,0.0184
F01175,Engineering,Other,14.14,2024-10-15,S3 Standard,0.3252
F01176,HR,Document,1.01,2024-10-10,S3 IA,0.0126
F01177,Finance,Media,4.19,2024-08-07,S3 IA,0.0524
F01178,HR,Backup,2.37,2023-10-19,S3 IA,0.0296
F01179,Sales,Media,16.75,2025-06-27,S3 Standard,0.3852
F01180,HR,Log,1.6,2025-07-31,S3 Standard,0.0368
F01181,Finance,Document,2.55,2025-08-05,S3 IA,0.0319
F01182,Engineering,Log,20.33,2024-08-03,S3 IA,0.2541
F01183,Sales,Log,3.84,2025-02-28,S3 Standard,0.0883
F01184,Finance,Log,3.49,2024-04-14,S3 IA,0.0436
F01185,Sales,Document,1.49,2025-01-05,S3 Standard,0.0343
F01186,Marketing,Document,6.04,2024-02-09,S3 IA,0.0755
F01187,HR,Other,0.07,2024-10-24,S3 IA,0.0009
F01188,Marketing,Media,0.25,2025-04-15,S3 IA,0.0031
F01189,Finance,Media,4.57,2024-09-30,S3 Standard,0.1051
F01190,Engineering,Other,2.09,2024-02-07,S3 Standard,0.0481
F01191,Sales,Other,15.32,2023-10-29,S3 IA,0.1915
F01192,HR,Log,11.68,2023-09-17,S3 IA,0.146
F01193,Sales,Other,6.25,2024-11-07,S3 Standard,0.1437
F01194,Finance,Backup,8.52,2024-01-27,S3 IA,0.1065
F01195,Sales,Media,5.5,2024-10-31,S3 Standard,0.1265
F01196,HR,Other,0.67,2025-06-22,Glacier,0.0027
F01197,Finance,Backup,7.25,2025-08-29,S3 IA,0.0906
F01198,Sales,Backup,1.18,2023-11-06,S3 Standard,0.0271
F01199,Engineering,Backup,1.95,2025-05-11,S3 Standard,0.0449
F01200,Finance,Backup,8.55,2024-08-04,S3 Standard,0.1967
F01201,Finance,Log,3.85,2025-06-11,S3 Standard,0.0886
F01202,Engineering,Backup,9.83,2024-12-02,S3 Standard,0.2261
F01203,Marketing,Log,1.2,2025-07-13,S3 IA,0.015
F01204,HR,Log,4.68,2024-03-21,S3 IA,0.0585
F01205,Marketing,Backup,0.44,2024-09-15,S3 Standard,0.0101
F01206,Sales,Media,5.15,2024-02-29,S3 Standard,0.1184
F01207,Engineering,Backup,7.19,2025-05-16,S3 Standard,0.1654
F01208,Marketing,Backup,4.4,2025-02-28,S3 Standard,0.1012
F01209,Finance,Backup,1.55,2024-12-02,S3 Standard,0.0357
F01210,Sales,Media,0.16,2024-02-14,S3 IA,0.002
F01211,Sales,Document,0.64,2023-11-05,Glacier,0.0026
F01212,Marketing,Document,4.87,2025-03-18,S3 Standard,0.112
F01213,Marketing,Log,13.62,2025-08-14,S3 IA,0.1703
F01214,Engineering,Log,1.16,2025-02-10,Glacier,0.0046
F01215,HR,Media,6.64,2025-06-07,S3 Standard,0.1527
F01216,Marketing,Other,10.07,2024-02-24,S3 IA,0.1259
F01217,Marketing,Document,3.68,2024-08-19,S3 IA,0.046
F01218,Finance,Log,5.53,2024-03-31,S3 Standard,0.1272
F01219,Sales,Document,8.44,2025-01-18,S3 Standard,0.1941
F01220,HR,Media,1.51,2023-11-13,S3 IA,0.0189
F01221,Finance,Media,1.76,2023-10-08,S3 IA,0.022
F01222,Engineering,Other,0.0,2025-02-23,S3 Standard,0.0
F01223,Engineering,Other,16.5,2025-03-01,S3 Standard,0.3795
F01224,Marketing,Media,12.48,2024-09-08,S3 Standard,0.287
F01225,Marketing,Log,7.23,2023-12-23,S3 IA,0.0904
F01226,Engineering,Document,0.41,2025-06-29,S3 Standard,0.0094
F01227,Marketing,Backup,2.97,2024-11-13,S3 IA,0.0371
F01228,HR,Other,0.54,2025-05-04,S3 Standard,0.0124
F01229,Marketing,Backup,0.08,2024-05-31,S3 Standard,0.0018
F01230,Sales,Log,4.79,2024-10-30,S3 Standard,0.1102
F01231,Marketing,Other,16.2,2024-09-10,S3 Standard,0.3726
F01232,Finance,Backup,11.66,2025-07-07,S3 Standard,0.2682
F01233,HR,Log,5.97,2024-08-05,S3 Standard,0.1373
F01234,Finance,Document,0.51,2023-12-03,S3 Standard,0.0117
F01235,Finance,Log,1.6,2024-02-01,S3 Standard,0.0368
F01236,Sales,Other,1.93,2025-08-21,S3 Standard,0.0444
F01237,HR,Media,7.2,2024-07-09,S3 Standard,0.1656
