File_ID,Department,File_Type,Size_GB,Days_Since_Access,Storage_Tier,Proposed_Tier,Potential_Savings
F01983,Finance,Backup,4.57,349,S3 Standard,Glacier,0.0868
F01189,Finance,Media,4.57,503,S3 Standard,Glacier,0.0868
F01961,Finance,Media,4.56,582,S3 Standard,Glacier,0.0867
F01075,Sales,Other,4.55,675,S3 Standard,Glacier,0.0864
F02019,Engineering,Log,4.55,840,S3 Standard,Glacier,0.0864
F00310,Sales,Log,10.15,561,S3 IA,Glacier,0.0863
F00162,HR,Backup,4.54,765,S3 Standard,Glacier,0.0862
F01546,HR,Backup,10.13,813,S3 IA,Glacier,0.0861
F01736,HR,Log,10.12,642,S3 IA,Glacier,0.086
F00552,Finance,Backup,10.09,529,S3 IA,Glacier,0.0857
F01091,Sales,Log,4.51,331,S3 Standard,Glacier,0.0857
F00678,Marketing,Log,10.06,763,S3 IA,Glacier,0.0856
F01216,Marketing,Other,10.07,722,S3 IA,Glacier,0.0856
F00658,Finance,Log,10.06,612,S3 IA,Glacier,0.0856
F00784,Marketing,Other,4.49,458,S3 Standard,Glacier,0.0853
F02141,Marketing,Document,4.49,470,S3 Standard,Glacier,0.0853
F01325,Finance,Log,10.02,411,S3 IA,Glacier,0.0851
F02362,Sales,Log,10.0,853,S3 IA,Glacier,0.085
F02286,Engineering,Media,4.46,209,S3 Standard,Glacier,0.0848
F01817,Engineering,Backup,4.46,425,S3 Standard,Glacier,0.0848
F02593,HR,Media,4.45,705,S3 Standard,Glacier,0.0846
F02239,Finance,Other,9.94,477,S3 IA,Glacier,0.0844
F00780,HR,Media,4.44,720,S3 Standard,Glacier,0.0843
F01979,Finance,Log,4.44,213,S3 Standard,Glacier,0.0843
F00077,HR,Log,4.42,546,S3 Standard,Glacier,0.084
F00301,Sales,Document,9.86,296,S3 IA,Glacier,0.0838
F02605,Engineering,Document,4.4,831,S3 Standard,Glacier,0.0836
F00434,Marketing,Document,4.4,767,S3 Standard,Glacier,0.0836
F01208,Marketing,Backup,4.4,352,S3 Standard,Glacier,0.0836
F00736,Finance,Other,4.4,759,S3 Standard,Glacier,0.0836
F02355,Marketing,Document,4.39,646,S3 Standard,Glacier,0.0834
F01310,Sales,Log,4.38,741,S3 Standard,Glacier,0.0832
F01296,Finance,Backup,4.38,332,S3 Standard,Glacier,0.0832
F02324,Engineering,Document,4.38,474,S3 Standard,Glacier,0.0832
F02972,HR,Backup,9.76,197,S3 IA,Glacier,0.083
F00829,Finance,Other,4.37,542,S3 Standard,Glacier,0.083
F01730,Finance,Other,9.77,403,S3 IA,Glacier,0.083
F01603,Finance,Document,4.37,641,S3 Standard,Glacier,0.083
F02674,Engineering,Document,4.37,409,S3 Standard,Glacier,0.083
F00107,Marketing,Log,4.36,774,S3 Standard,Glacier,0.0829
F00954,Sales,Backup,9.73,289,S3 IA,Glacier,0.0827
F02486,Sales,Other,9.71,279,S3 IA,Glacier,0.0826
F00443,Marketing,Backup,9.72,520,S3 IA,Glacier,0.0826
F01247,Marketing,Log,4.35,768,S3 Standard,Glacier,0.0826
F02939,HR,Media,4.34,349,S3 Standard,Glacier,0.0824
F00985,Marketing,Document,4.33,205,S3 Standard,Glacier,0.0823
F00123,Sales,Log,4.33,383,S3 Standard,Glacier,0.0823
F02882,Engineering,Document,4.33,682,S3 Standard,Glacier,0.0823
F02414,Marketing,Media,9.63,307,S3 IA,Glacier,0.0819
F02830,Sales,Document,4.3,849,S3 Standard,Glacier,0.0817
F00091,Marketing,Other,9.61,743,S3 IA,Glacier,0.0817
F01944,Engineering,Media,9.6,286,S3 IA,Glacier,0.0816
F02530,Finance,Media,4.29,693,S3 Standard,Glacier,0.0815
F00045,Finance,Document,9.58,716,S3 IA,Glacier,0.0815
F00090,Marketing,Document,4.29,681,S3 Standard,Glacier,0.0815
F00268,HR,Log,9.56,742,S3 IA,Glacier,0.0813
F01925,Engineering,Document,4.28,450,S3 Standard,Glacier,0.0813
F01666,Sales,Media,9.55,846,S3 IA,Glacier,0.0812
F00568,Sales,Other,9.55,801,S3 IA,Glacier,0.0812
F02759,Engineering,Media,4.26,257,S3 Standard,Glacier,0.081
F00340,Engineering,Other,9.52,654,S3 IA,Glacier,0.0809
F02751,Engineering,Backup,4.25,511,S3 Standard,Glacier,0.0808
F00757,Sales,Other,4.25,186,S3 Standard,Glacier,0.0808
F00409,Sales,Backup,9.5,410,S3 IA,Glacier,0.0808
F02860,Marketing,Media,9.48,567,S3 IA,Glacier,0.0806
F02174,Marketing,Document,9.48,458,S3 IA,Glacier,0.0806
F02793,Sales,Document,9.49,520,S3 IA,Glacier,0.0806
F01875,HR,Media,4.24,514,S3 Standard,Glacier,0.0805
F02279,Marketing,Document,4.23,358,S3 Standard,Glacier,0.0804
F00543,Finance,Log,4.22,579,S3 Standard,Glacier,0.0802
F00106,Sales,Other,4.22,244,S3 Standard,Glacier,0.0802
F00688,HR,Document,4.21,841,S3 Standard,Glacier,0.08
F00504,Marketing,Media,4.2,667,S3 Standard,Glacier,0.0798
F02924,HR,Document,4.19,579,S3 Standard,Glacier,0.0796
F02728,Marketing,Document,9.35,323,S3 IA,Glacier,0.0795
F00283,HR,Document,9.34,454,S3 IA,Glacier,0.0794
F01368,Engineering,Media,4.18,585,S3 Standard,Glacier,0.0794
F01138,Marketing,Document,9.34,286,S3 IA,Glacier,0.0794
F01418,Finance,Backup,4.17,382,S3 Standard,Glacier,0.0792
F00587,Engineering,Other,9.32,623,S3 IA,Glacier,0.0792
F01505,HR,Log,4.17,584,S3 Standard,Glacier,0.0792
F00351,Finance,Backup,9.32,849,S3 IA,Glacier,0.0792
F00311,HR,Media,4.16,510,S3 Standard,Glacier,0.0791
F02009,Finance,Log,4.16,543,S3 Standard,Glacier,0.0791
F02936,Engineering,Document,4.15,363,S3 Standard,Glacier,0.0789
F01989,HR,Document,4.15,514,S3 Standard,Glacier,0.0789
F02635,HR,Other,9.26,605,S3 IA,Glacier,0.0788
F00064,Finance,Other,4.13,447,S3 Standard,Glacier,0.0785
F00501,Engineering,Document,4.13,318,S3 Standard,Glacier,0.0785
F02862,Engineering,Backup,9.22,368,S3 IA,Glacier,0.0784
F02430,Engineering,Log,4.12,804,S3 Standard,Glacier,0.0783
F02709,Finance,Document,4.12,201,S3 Standard,Glacier,0.0783
F02903,Sales,Document,4.11,475,S3 Standard,Glacier,0.0781
F02959,Marketing,Media,4.1,629,S3 Standard,Glacier,0.0779
F00927,Finance,Backup,9.16,710,S3 IA,Glacier,0.0779
F01707,HR,Document,4.1,432,S3 Standard,Glacier,0.0779
F01860,HR,Backup,4.1,748,S3 Standard,Glacier,0.0779
F01742,HR,Document,4.09,377,S3 Standard,Glacier,0.0777
F00371,Finance,Other,9.12,400,S3 IA,Glacier,0.0775
F02834,Marketing,Backup,9.1,546,S3 IA,Glacier,0.0774
F02550,Marketing,Other,4.07,625,S3 Standard,Glacier,0.0773
F00606,Marketing,Backup,9.08,854,S3 IA,Glacier,0.0772
F02046,Engineering,Other,9.08,856,S3 IA,Glacier,0.0772
F02883,Finance,Other,4.05,542,S3 Standard,Glacier,0.077
F00202,Marketing,Backup,4.05,834,S3 Standard,Glacier,0.077
F02732,HR,Backup,9.04,241,S3 IA,Glacier,0.0768
F02625,HR,Log,4.04,808,S3 Standard,Glacier,0.0767
F01260,HR,Backup,4.04,394,S3 Standard,Glacier,0.0767
F01757,Marketing,Backup,4.04,183,S3 Standard,Glacier,0.0767
F02332,Marketing,Other,4.04,854,S3 Standard,Glacier,0.0767
F02093,HR,Media,9.01,796,S3 IA,Glacier,0.0766
F00137,Engineering,Other,4.03,811,S3 Standard,Glacier,0.0766
F01982,Engineering,Backup,4.02,851,S3 Standard,Glacier,0.0764
F00070,Engineering,Other,4.01,286,S3 Standard,Glacier,0.0762
F00903,Sales,Other,8.95,890,S3 IA,Glacier,0.0761
F01801,Marketing,Backup,4.0,571,S3 Standard,Glacier,0.076
F02125,Marketing,Other,3.99,244,S3 Standard,Glacier,0.0758
F01928,Marketing,Backup,3.99,189,S3 Standard,Glacier,0.0758
F02420,Engineering,Other,3.98,521,S3 Standard,Glacier,0.0756
F01601,Sales,Backup,3.98,281,S3 Standard,Glacier,0.0756
F02717,Engineering,Other,3.98,849,S3 Standard,Glacier,0.0756
F00295,Engineering,Other,3.97,383,S3 Standard,Glacier,0.0754
F00516,Marketing,Log,3.96,614,S3 Standard,Glacier,0.0753
F00325,HR,Backup,3.96,301,S3 Standard,Glacier,0.0753
F01674,Sales,Backup,3.96,825,S3 Standard,Glacier,0.0753
F00699,Finance,Backup,3.96,719,S3 Standard,Glacier,0.0753
F02251,HR,Log,8.84,203,S3 IA,Glacier,0.0751
F00928,Engineering,Document,3.94,778,S3 Standard,Glacier,0.0748
F01965,Engineering,Document,3.93,873,S3 Standard,Glacier,0.0747
F02678,Sales,Backup,3.93,852,S3 Standard,Glacier,0.0747
F00098,Finance,Media,3.93,342,S3 Standard,Glacier,0.0747
F01776,Engineering,Log,8.73,432,S3 IA,Glacier,0.0742
F00843,HR,Other,3.9,509,S3 Standard,Glacier,0.0741
F00785,Sales,Backup,8.72,425,S3 IA,Glacier,0.0741
F00726,HR,Document,8.68,825,S3 IA,Glacier,0.0738
F01678,Finance,Backup,3.88,373,S3 Standard,Glacier,0.0737
F00776,HR,Log,3.87,208,S3 Standard,Glacier,0.0735
F02142,Marketing,Media,3.86,464,S3 Standard,Glacier,0.0734
F00228,Finance,Log,8.62,569,S3 IA,Glacier,0.0733
F01719,Finance,Document,3.85,815,S3 Standard,Glacier,0.0732
F01201,Finance,Log,3.85,249,S3 Standard,Glacier,0.0732
F00346,Finance,Media,3.85,546,S3 Standard,Glacier,0.0732
F00479,Sales,Other,8.59,465,S3 IA,Glacier,0.073
F00446,Engineering,Other,3.84,189,S3 Standard,Glacier,0.0729
F00173,Finance,Backup,3.84,375,S3 Standard,Glacier,0.0729
F01183,Sales,Log,3.84,352,S3 Standard,Glacier,0.0729
F02004,HR,Log,3.83,657,S3 Standard,Glacier,0.0728
F01488,Engineering,Document,3.83,886,S3 Standard,Glacier,0.0728
F02017,HR,Log,3.83,593,S3 Standard,Glacier,0.0728
F02448,HR,Backup,3.83,232,S3 Standard,Glacier,0.0728
F01298,Marketing,Log,8.53,626,S3 IA,Glacier,0.0725
F01831,Marketing,Log,8.51,647,S3 IA,Glacier,0.0724
F00335,Engineering,Backup,3.81,485,S3 Standard,Glacier,0.0724
F01194,Finance,Backup,8.52,750,S3 IA,Glacier,0.0724
F01135,Marketing,Other,3.81,378,S3 Standard,Glacier,0.0724
F00227,Finance,Backup,3.8,739,S3 Standard,Glacier,0.0722
F02118,Finance,Media,3.79,193,S3 Standard,Glacier,0.072
F00639,Engineering,Log,8.43,661,S3 IA,Glacier,0.0717
F02063,HR,Document,8.43,434,S3 IA,Glacier,0.0717
F02687,Sales,Log,8.39,307,S3 IA,Glacier,0.0713
F02832,Engineering,Log,3.75,714,S3 Standard,Glacier,0.0712
F01320,Finance,Backup,3.75,264,S3 Standard,Glacier,0.0712
F01267,Marketing,Media,3.75,828,S3 Standard,Glacier,0.0712
F00103,Engineering,Document,8.37,736,S3 IA,Glacier,0.0711
F02626,Finance,Backup,3.74,589,S3 Standard,Glacier,0.071
F02333,Engineering,Backup,3.74,426,S3 Standard,Glacier,0.071
F01575,Sales,Document,3.73,332,S3 Standard,Glacier,0.0709
F00078,Engineering,Document,3.73,217,S3 Standard,Glacier,0.0709
F01061,HR,Log,3.72,209,S3 Standard,Glacier,0.0707
F01699,Engineering,Log,3.71,727,S3 Standard,Glacier,0.0705
F00868,Sales,Backup,8.28,890,S3 IA,Glacier,0.0704
F02020,Marketing,Document,8.29,727,S3 IA,Glacier,0.0704
F01877,HR,Document,3.7,189,S3 Standard,Glacier,0.0703
F01606,HR,Log,3.7,566,S3 Standard,Glacier,0.0703
F01862,Engineering,Log,8.26,726,S3 IA,Glacier,0.0702
F02855,Sales,Log,8.25,420,S3 IA,Glacier,0.0701
F01001,Engineering,Backup,3.69,658,S3 Standard,Glacier,0.0701
F01856,Sales,Other,3.68,875,S3 Standard,Glacier,0.0699
F02943,Engineering,Other,8.2,334,S3 IA,Glacier,0.0697
F01804,Engineering,Document,3.67,666,S3 Standard,Glacier,0.0697
F01462,Engineering,Other,3.67,390,S3 Standard,Glacier,0.0697
F01967,Finance,Media,3.67,607,S3 Standard,Glacier,0.0697
F01417,HR,Log,3.67,502,S3 Standard,Glacier,0.0697
F01744,HR,Log,3.66,501,S3 Standard,Glacier,0.0696
F02954,Engineering,Media,3.66,850,S3 Standard,Glacier,0.0696
F00258,Sales,Backup,8.18,790,S3 IA,Glacier,0.0696
F00696,Finance,Other,3.65,309,S3 Standard,Glacier,0.0694
F02188,Engineering,Log,8.17,260,S3 IA,Glacier,0.0694
F00216,Marketing,Log,3.65,791,S3 Standard,Glacier,0.0694
F01952,Finance,Backup,3.65,243,S3 Standard,Glacier,0.0694
F02027,HR,Backup,3.64,404,S3 Standard,Glacier,0.0691
F00085,HR,Other,3.64,401,S3 Standard,Glacier,0.0691
F01884,HR,Other,3.64,445,S3 Standard,Glacier,0.0691
F00314,HR,Backup,3.64,551,S3 Standard,Glacier,0.0691
F00194,Finance,Media,3.63,616,S3 Standard,Glacier,0.069
F00018,Sales,Log,8.12,497,S3 IA,Glacier,0.069
F02613,Finance,Media,3.63,769,S3 Standard,Glacier,0.069
F01238,HR,Document,8.1,872,S3 IA,Glacier,0.0689
F00330,Finance,Backup,3.62,525,S3 Standard,Glacier,0.0688
F02108,Engineering,Backup,8.08,873,S3 IA,Glacier,0.0687
F02500,Sales,Other,8.09,576,S3 IA,Glacier,0.0687
F01566,HR,Document,8.07,291,S3 IA,Glacier,0.0686
F02568,HR,Other,3.61,281,S3 Standard,Glacier,0.0686
F01009,Engineering,Media,3.61,754,S3 Standard,Glacier,0.0686
F00576,Sales,Other,3.61,748,S3 Standard,Glacier,0.0686
F00604,Engineering,Backup,3.61,352,S3 Standard,Glacier,0.0686
F02021,Engineering,Log,8.05,405,S3 IA,Glacier,0.0684
F00472,Sales,Log,3.6,472,S3 Standard,Glacier,0.0684
F00860,Marketing,Media,3.6,790,S3 Standard,Glacier,0.0684
F00177,Marketing,Document,3.58,683,S3 Standard,Glacier,0.068
F01619,Finance,Log,7.98,497,S3 IA,Glacier,0.0679
F02091,Sales,Other,3.57,247,S3 Standard,Glacier,0.0678
F00941,Finance,Backup,3.57,713,S3 Standard,Glacier,0.0678
F01131,Finance,Other,3.56,474,S3 Standard,Glacier,0.0677
F01602,Finance,Log,7.96,496,S3 IA,Glacier,0.0677
F00142,Sales,Other,7.96,803,S3 IA,Glacier,0.0677
F01864,Sales,Media,7.95,481,S3 IA,Glacier,0.0676
F00050,Engineering,Other,3.55,220,S3 Standard,Glacier,0.0674
F02181,Sales,Other,3.55,793,S3 Standard,Glacier,0.0674
F02356,HR,Media,3.55,218,S3 Standard,Glacier,0.0674
F00439,Engineering,Other,3.55,268,S3 Standard,Glacier,0.0674
F01084,Finance,Other,3.54,873,S3 Standard,Glacier,0.0672
F00539,Finance,Media,7.9,339,S3 IA,Glacier,0.0672
F00756,Marketing,Document,3.54,825,S3 Standard,Glacier,0.0672
F01381,HR,Other,3.54,822,S3 Standard,Glacier,0.0672
F02701,HR,Media,3.53,716,S3 Standard,Glacier,0.0671
F02242,Sales,Backup,3.52,415,S3 Standard,Glacier,0.0669
F00378,Finance,Log,3.52,413,S3 Standard,Glacier,0.0669
F01430,Finance,Document,3.5,533,S3 Standard,Glacier,0.0665
F00048,Sales,Other,3.5,676,S3 Standard,Glacier,0.0665
F01568,Finance,Log,3.5,384,S3 Standard,Glacier,0.0665
F00016,Finance,Backup,3.49,298,S3 Standard,Glacier,0.0663
F00121,Finance,Document,3.49,347,S3 Standard,Glacier,0.0663
F02725,Engineering,Other,7.79,608,S3 IA,Glacier,0.0662
F01784,Sales,Media,3.48,324,S3 Standard,Glacier,0.0661
F00813,HR,Media,3.48,214,S3 Standard,Glacier,0.0661
F01433,Engineering,Log,3.48,439,S3 Standard,Glacier,0.0661
F00212,Engineering,Document,7.78,585,S3 IA,Glacier,0.0661
F02752,Finance,Other,3.47,621,S3 Standard,Glacier,0.0659
F01444,Marketing,Document,3.47,724,S3 Standard,Glacier,0.0659
F01027,HR,Document,3.47,308,S3 Standard,Glacier,0.0659
F02885,HR,Other,3.46,804,S3 Standard,Glacier,0.0658
F00721,Marketing,Backup,3.46,721,S3 Standard,Glacier,0.0658
F02363,Sales,Document,3.46,479,S3 Standard,Glacier,0.0658
F01382,HR,Log,3.46,746,S3 Standard,Glacier,0.0658
F01654,Engineering,Document,3.46,787,S3 Standard,Glacier,0.0658
F01911,Marketing,Document,3.45,537,S3 Standard,Glacier,0.0656
F00627,Engineering,Backup,7.72,414,S3 IA,Glacier,0.0656
F02654,Engineering,Media,3.44,380,S3 Standard,Glacier,0.0653
F01845,Sales,Backup,3.44,237,S3 Standard,Glacier,0.0653
F00870,Engineering,Media,3.44,860,S3 Standard,Glacier,0.0653
F00510,HR,Other,7.69,684,S3 IA,Glacier,0.0653
F02323,Sales,Log,7.67,765,S3 IA,Glacier,0.0652
F00788,Engineering,Document,7.67,763,S3 IA,Glacier,0.0652
F00632,HR,Media,3.43,427,S3 Standard,Glacier,0.0652
F02607,Finance,Document,3.42,745,S3 Standard,Glacier,0.065
F00810,Sales,Media,3.41,769,S3 Standard,Glacier,0.0648
F01629,Sales,Backup,3.4,865,S3 Standard,Glacier,0.0646
F01360,Sales,Media,3.4,421,S3 Standard,Glacier,0.0646
F00895,HR,Document,3.4,803,S3 Standard,Glacier,0.0646
F01431,Finance,Backup,3.4,635,S3 Standard,Glacier,0.0646
F01316,Finance,Media,3.4,553,S3 Standard,Glacier,0.0646
F02712,HR,Document,3.4,869,S3 Standard,Glacier,0.0646
F01420,Finance,Other,7.58,274,S3 IA,Glacier,0.0645
F01687,Marketing,Log,3.39,287,S3 Standard,Glacier,0.0644
F00188,HR,Other,3.39,618,S3 Standard,Glacier,0.0644
F00634,Marketing,Document,3.39,450,S3 Standard,Glacier,0.0644
F01986,Marketing,Log,7.53,864,S3 IA,Glacier,0.064
F02582,Sales,Backup,7.52,406,S3 IA,Glacier,0.0639
F01291,Finance,Log,3.36,548,S3 Standard,Glacier,0.0639
F02785,Marketing,Document,3.36,385,S3 Standard,Glacier,0.0639
F00415,HR,Document,3.36,863,S3 Standard,Glacier,0.0639
F00957,Sales,Media,3.36,423,S3 Standard,Glacier,0.0639
F00675,HR,Media,7.52,355,S3 IA,Glacier,0.0639
F02715,Marketing,Log,3.35,503,S3 Standard,Glacier,0.0637
F00386,HR,Backup,3.35,399,S3 Standard,Glacier,0.0637
F00737,HR,Other,3.35,529,S3 Standard,Glacier,0.0637
F00244,Marketing,Media,3.34,506,S3 Standard,Glacier,0.0634
F01099,Engineering,Media,3.34,646,S3 Standard,Glacier,0.0634
F00130,Sales,Log,3.34,742,S3 Standard,Glacier,0.0634
F01617,Engineering,Media,7.46,724,S3 IA,Glacier,0.0634
F01664,Engineering,Backup,3.33,342,S3 Standard,Glacier,0.0633
F01270,Sales,Document,7.42,353,S3 IA,Glacier,0.0631
F01752,Engineering,Media,3.31,244,S3 Standard,Glacier,0.0629
F02089,HR,Document,3.3,586,S3 Standard,Glacier,0.0627
F00646,Finance,Media,3.3,705,S3 Standard,Glacier,0.0627
F02291,Engineering,Backup,3.29,458,S3 Standard,Glacier,0.0625
F00232,HR,Other,3.29,300,S3 Standard,Glacier,0.0625
F01895,HR,Media,3.29,559,S3 Standard,Glacier,0.0625
F02714,Finance,Document,7.34,656,S3 IA,Glacier,0.0624
F01126,Marketing,Media,3.27,327,S3 Standard,Glacier,0.0621
F02508,Engineering,Document,3.27,280,S3 Standard,Glacier,0.0621
F02328,HR,Backup,3.26,866,S3 Standard,Glacier,0.062
F00778,Sales,Media,7.3,764,S3 IA,Glacier,0.062
F02385,Marketing,Backup,3.25,516,S3 Standard,Glacier,0.0618
F02076,Engineering,Other,3.25,757,S3 Standard,Glacier,0.0618
F00492,Sales,Document,7.26,748,S3 IA,Glacier,0.0618
F00052,Engineering,Backup,3.25,748,S3 Standard,Glacier,0.0618
F00722,Marketing,Media,7.24,464,S3 IA,Glacier,0.0615
F00008,Marketing,Media,3.24,186,S3 Standard,Glacier,0.0615
F01225,Marketing,Log,7.23,785,S3 IA,Glacier,0.0615
F00352,Finance,Media,3.23,502,S3 Standard,Glacier,0.0614
F00622,Finance,Media,7.22,294,S3 IA,Glacier,0.0613
F02478,Finance,Backup,7.21,451,S3 IA,Glacier,0.0613
F01805,Sales,Media,3.22,536,S3 Standard,Glacier,0.0612
F01930,Sales,Document,3.21,605,S3 Standard,Glacier,0.061
F00967,HR,Backup,3.21,688,S3 Standard,Glacier,0.061
F02814,HR,Media,3.2,884,S3 Standard,Glacier,0.0608
F00003,Marketing,Document,7.15,585,S3 IA,Glacier,0.0608
F00534,Sales,Document,3.2,693,S3 Standard,Glacier,0.0608
F00083,Sales,Log,3.2,333,S3 Standard,Glacier,0.0608
F00519,Sales,Log,3.2,372,S3 Standard,Glacier,0.0608
F00653,Marketing,Other,7.14,453,S3 IA,Glacier,0.0606
F02386,HR,Backup,3.19,325,S3 Standard,Glacier,0.0606
F01341,HR,Other,3.19,675,S3 Standard,Glacier,0.0606
F02408,HR,Media,7.14,487,S3 IA,Glacier,0.0606
F00082,HR,Backup,3.19,281,S3 Standard,Glacier,0.0606
F02393,Finance,Backup,7.08,815,S3 IA,Glacier,0.0602
F00916,Sales,Media,3.17,693,S3 Standard,Glacier,0.0602
F02971,Marketing,Document,3.17,882,S3 Standard,Glacier,0.0602
F02139,Sales,Log,7.08,854,S3 IA,Glacier,0.0602
F02603,Sales,Media,3.17,590,S3 Standard,Glacier,0.0602
F01110,Marketing,Backup,3.16,355,S3 Standard,Glacier,0.0601
F00452,Engineering,Other,7.07,534,S3 IA,Glacier,0.0601
F01345,Finance,Backup,7.06,187,S3 IA,Glacier,0.06
F02094,Sales,Media,7.05,220,S3 IA,Glacier,0.0599
F00444,Marketing,Document,3.15,487,S3 Standard,Glacier,0.0598
F02253,HR,Log,3.15,712,S3 Standard,Glacier,0.0598
F00289,Marketing,Other,3.14,222,S3 Standard,Glacier,0.0596
F00889,Finance,Media,7.01,603,S3 IA,Glacier,0.0596
F01676,Marketing,Log,7.01,708,S3 IA,Glacier,0.0596
F02255,Finance,Log,3.11,582,S3 Standard,Glacier,0.0591
F01063,Engineering,Document,6.94,435,S3 IA,Glacier,0.059
F02896,HR,Document,3.1,332,S3 Standard,Glacier,0.0589
F01464,Engineering,Log,3.1,545,S3 Standard,Glacier,0.0589
F02976,Engineering,Backup,6.92,662,S3 IA,Glacier,0.0588
F02718,Finance,Log,6.9,602,S3 IA,Glacier,0.0587
F01371,Engineering,Media,3.08,426,S3 Standard,Glacier,0.0585
F00217,Engineering,Document,6.89,543,S3 IA,Glacier,0.0585
F01948,Engineering,Log,6.88,633,S3 IA,Glacier,0.0585
F01717,Marketing,Log,6.88,571,S3 IA,Glacier,0.0585
F02260,Finance,Backup,3.08,391,S3 Standard,Glacier,0.0585
F01064,HR,Media,6.86,725,S3 IA,Glacier,0.0584
F00668,HR,Backup,6.86,300,S3 IA,Glacier,0.0584
F02652,Finance,Other,3.07,426,S3 Standard,Glacier,0.0583
F00278,Marketing,Log,3.06,558,S3 Standard,Glacier,0.0582
F00977,Sales,Media,3.06,200,S3 Standard,Glacier,0.0582
F00690,Marketing,Other,3.06,519,S3 Standard,Glacier,0.0582
F01923,Marketing,Log,6.85,499,S3 IA,Glacier,0.0582
F00059,Engineering,Backup,6.85,467,S3 IA,Glacier,0.0582
F02043,Sales,Log,6.84,378,S3 IA,Glacier,0.0581
F02734,Sales,Other,3.05,272,S3 Standard,Glacier,0.0579
F00499,HR,Log,3.05,720,S3 Standard,Glacier,0.0579
F00481,HR,Backup,3.05,610,S3 Standard,Glacier,0.0579
F01103,HR,Media,3.05,480,S3 Standard,Glacier,0.0579
F01749,Sales,Log,6.81,596,S3 IA,Glacier,0.0579
F00334,Sales,Log,6.8,592,S3 IA,Glacier,0.0578
F00712,Sales,Document,3.04,512,S3 Standard,Glacier,0.0577
F02378,HR,Other,3.04,628,S3 Standard,Glacier,0.0577
F02257,Sales,Backup,3.04,291,S3 Standard,Glacier,0.0577
F01153,Marketing,Backup,6.77,834,S3 IA,Glacier,0.0575
F01317,Engineering,Backup,3.02,783,S3 Standard,Glacier,0.0574
F01772,HR,Log,3.01,800,S3 Standard,Glacier,0.0572
F02293,Marketing,Document,3.01,690,S3 Standard,Glacier,0.0572
F02221,Sales,Backup,6.74,483,S3 IA,Glacier,0.0572
F01473,Marketing,Other,3.01,302,S3 Standard,Glacier,0.0572
F00211,Marketing,Other,6.73,303,S3 IA,Glacier,0.0572
F02595,Sales,Other,6.71,548,S3 IA,Glacier,0.0571
F01243,Marketing,Media,3.0,455,S3 Standard,Glacier,0.057
F00009,Marketing,Backup,6.69,229,S3 IA,Glacier,0.0568
F01366,Finance,Other,2.99,758,S3 Standard,Glacier,0.0568
F01945,Finance,Document,6.69,379,S3 IA,Glacier,0.0568
F02265,Marketing,Log,2.99,416,S3 Standard,Glacier,0.0568
F01046,Marketing,Other,2.99,704,S3 Standard,Glacier,0.0568
F01672,Engineering,Log,2.98,493,S3 Standard,Glacier,0.0566
F01311,HR,Log,6.64,865,S3 IA,Glacier,0.0564
F02400,HR,Document,6.63,391,S3 IA,Glacier,0.0564
F01000,Marketing,Media,6.63,195,S3 IA,Glacier,0.0564
F02627,HR,Backup,6.63,561,S3 IA,Glacier,0.0564
F01556,Sales,Document,2.97,788,S3 Standard,Glacier,0.0564
F02468,Engineering,Document,2.97,594,S3 Standard,Glacier,0.0564
F00956,HR,Document,2.97,833,S3 Standard,Glacier,0.0564
F00029,Engineering,Backup,2.96,236,S3 Standard,Glacier,0.0563
F00926,Marketing,Log,6.61,655,S3 IA,Glacier,0.0562
F02072,Engineering,Media,6.6,523,S3 IA,Glacier,0.0561
F02135,Sales,Document,2.95,643,S3 Standard,Glacier,0.0561
F00818,HR,Log,2.95,551,S3 Standard,Glacier,0.0561
F02469,Sales,Document,2.95,428,S3 Standard,Glacier,0.0561
F00151,HR,Document,2.95,634,S3 Standard,Glacier,0.0561
F02946,Finance,Document,2.94,490,S3 Standard,Glacier,0.0558
F00749,HR,Other,2.94,455,S3 Standard,Glacier,0.0558
F02790,HR,Log,2.94,723,S3 Standard,Glacier,0.0558
F01287,Marketing,Other,6.57,725,S3 IA,Glacier,0.0558
F00679,Sales,Backup,2.94,349,S3 Standard,Glacier,0.0558
F00701,Marketing,Log,2.94,219,S3 Standard,Glacier,0.0558
F01595,Sales,Media,2.93,750,S3 Standard,Glacier,0.0557
F01695,Finance,Media,2.93,647,S3 Standard,Glacier,0.0557
F00448,HR,Log,2.93,333,S3 Standard,Glacier,0.0557
F02621,HR,Backup,2.93,275,S3 Standard,Glacier,0.0557
F01598,Marketing,Other,2.93,782,S3 Standard,Glacier,0.0557
F00114,Marketing,Backup,6.53,415,S3 IA,Glacier,0.0555
F01939,Engineering,Other,2.92,187,S3 Standard,Glacier,0.0555
F00365,Engineering,Document,2.92,212,S3 Standard,Glacier,0.0555
F02511,Finance,Log,2.92,693,S3 Standard,Glacier,0.0555
F01525,Marketing,Document,2.92,390,S3 Standard,Glacier,0.0555
F01085,Engineering,Log,2.91,625,S3 Standard,Glacier,0.0553
F00832,Marketing,Media,6.5,474,S3 IA,Glacier,0.0552
F01680,Marketing,Document,6.5,667,S3 IA,Glacier,0.0552
F01017,Sales,Media,6.5,433,S3 IA,Glacier,0.0552
F01592,HR,Other,6.5,467,S3 IA,Glacier,0.0552
